MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
47.77,394,45,0.74,0,0,152,-0.8,2.7,2.3,27.3,0,0,43.1,28,3.7,125.3,42.3,5,0,0.7,16,2,2,STLSTL314,1,1,472,32,0,No,No,Yes,No,No,Known,No,No,Yes,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,No,No
10.2,56,10,0,0,0.2,-30,-0.2,0.3,0,4.3,0,0,5.4,9,2.3,7,18.3,0.3,0,0,11,3,3,NEVENC760,1,1,330,56,56,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Suburban,Other,?,No
11.25,379,10,0,5,0,72,-1.7,3,0.3,4.7,0,0.3,17.4,8,1.3,12,38.7,3.3,0,0,16,4,3,DENCOL719,1,1,490,42,38,Yes,No,No,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,0,7,No,0,?,No,1-Highest,Suburban,Other,Yes,No
36.41,124,32,0,2,0,43,-0.7,1.3,0,2.7,0,0,26.6,3.7,6,40,10,1.3,0,0.3,19,2,2,OHICOL614,1,1,560,30,30,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,2-High,Other,Other,Yes,No
54.48,535,50,1.49,8,0,-15,-1.5,0.7,0.7,9.7,3,0,270,31.3,3.3,130,76.7,1.3,0,2,10,1,1,LAXBEV310,1,1,291,0,0,No,No,No,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,Yes
100.71,503,56,2.23,105,0,-284,-50.7,4.3,7.7,20.3,0,0,63.9,21.7,0,168.7,22.3,12,0,5,47,2,1,MIADEL561,3,3,404,28,26,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,0,5,Yes,0,30,No,1-Highest,Suburban,Other,No,No
66.54,694,70,0.25,21,0,192,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,ATLANE678,1,1,416,60,58,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,3-Good,Suburban,Other,?,Yes
32.48,34,30,0,2,1.6,-18,-0.6,0,0,1.3,0,0,10.2,1,0,14,5.3,0,0,0.7,29,1,1,APCBAL410,2,2,677,58,60,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,60,No,1-Highest,Town,Self,Yes,No
40.7,270,45,0,10,0,4,-5.7,1,2.7,14.3,0.7,0,97.5,18,7.3,46.7,62.7,3.7,0,1.7,36,1,1,MINMIN612,5,3,89,0,0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,1,130,No,1-Highest,Suburban,Other,?,No
81.89,1907,75,4.21,0,0.6,27,-2.6,49.7,4,88.3,0.7,0,547.6,136,14,237.7,397.3,53.7,0,0,25,1,1,NYCNEW973,3,3,441,26,0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,150,No,7-Lowest,Other,Other,?,No
71,342,40,0.5,123,0,-72,-20.4,11.7,0.3,17,5.3,0.7,127.7,28.7,4,127.7,19.3,12,0,1.3,11,2,1,LAXONT909,1,1,331,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,Yes
33.06,982,37,0,2,0,268,-3.1,1,0.3,74.7,0.3,0.7,255,18,14,45.7,109.7,1.3,0,2.3,20,1,1,AIRWIL910,1,1,601,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,?,No,2-High,Other,Other,?,No
?,?,?,?,?,?,?,?,7.3,0.3,15.3,0,0,88.6,10.7,1.7,54.7,66,7.7,0,1,29,1,1,LAXLAG949,1,1,779,44,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Other,Other,No,No
125.28,1427,101,8.91,40,0,-1085,-80.7,4,36.3,145.7,12.7,0,425.8,134.7,54.3,492.7,332.7,40.3,0,18.3,7,1,1,SANSAN210,2,1,43,38,30,No,Yes,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,100,No,5-Low,Other,Other,No,No
29.99,103,50,0,0,0,-24,10,0.7,0.3,8.3,0,0,17.9,5,1.7,24.7,10.7,1,0,0,19,1,1,MINMIN612,2,2,20,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,200,No,2-High,Suburban,Other,?,Yes
44.07,140,46,0,0,0,-43,12.9,3.3,0,7,0,0,6.4,8,1.3,24,11.3,3.3,0,0,29,3,3,OHICOL614,1,1,864,40,42,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,1-Highest,Suburban,Professiol,Yes,No
58.8,518,52,0.25,16,0,202,10.2,4.7,1,46.3,1.3,0,113.7,23.3,4.3,90,27,5.7,0,2,36,1,1,LAXIRV949,3,3,2,36,0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,7,No,0,30,No,1-Highest,Town,Other,No,No
36.1,187,30,0,15,0,-187,-6.1,1.7,5.3,31.3,2.3,0,20.2,13.3,0,67.7,29,7,0,0.3,43,1,1,MIAMIA305,2,1,122,46,42,No,No,No,Yes,No,?,No,No,No,No,No,Yes,1,0,No,Yes,0,3,No,0,30,Yes,5-Low,Other,Other,?,Yes
104.92,1677,95,2.23,42,7.2,107,14.9,2.3,4.7,29.3,3.3,0,136.8,32,1.7,158.7,68.7,7,0,3.7,33,1,1,LOULEX606,2,2,55,28,26,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Suburban,Professiol,Yes,No
209.65,526,150,2.97,0,25.1,664,68.5,4.7,9,8,0,1,52.2,13,3.3,40.7,30.7,13.7,0,0.7,29,2,2,CHINBK847,1,1,885,26,54,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,?,No,1-Highest,Suburban,Other,?,No
58.15,460,60,0,0,0.5,-50,-2.1,5.7,2.7,42.3,0,0,34,5.7,2,117.3,58.7,8.3,0,0.3,15,1,1,NYCPAS973,2,2,99,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,4,No,0,200,No,3-Good,Other,Other,No,No
36.6,90,45,0,0,1.6,-64,4.8,2,0,2.3,0,0,1.4,0.7,0,7.7,10.7,2,0,0,8,1,1,HARNOR203,2,2,21,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,2-High,Town,Other,?,No
42.24,331,45,0.25,20,0,61,-6.3,3,2.3,25,0,0,39.5,20.7,6.7,78.3,48.7,5.3,0,0.7,37,1,1,MINMIN612,4,2,598,50,50,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,7,No,0,60,No,1-Highest,Rural,Professiol,No,No
52.49,294,30,0,38,0.2,214,29.1,0.3,1.7,6.7,0,0,81.5,13,5.3,22,46,2,0,1,24,1,1,MINMIN612,2,2,52,54,52,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Suburban,Professiol,Yes,No
41.48,600,45,0,17,0.5,154,14.2,12.7,1,18.3,0,0,250.1,46.7,27.7,102.7,133,13.7,0,3.7,9,1,1,DETROS810,3,2,19,30,22,No,No,Yes,No,No,Known,No,No,No,Yes,No,Yes,0,0,Yes,No,0,9,No,0,200,No,2-High,Suburban,Other,No,No
50.38,741,53,0,15,0.3,307,18,6.3,24,72.7,0,0,102.9,26.3,0.7,98.7,193.3,30.3,0,4.7,7,1,1,INHFTW219,1,1,186,60,50,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,4,No,0,?,No,2-High,Town,Clerical,Yes,No
47.59,329,52,1.73,0,0.9,39,-40.2,5,0,12.3,1,0,86.2,8.7,1.7,60,26.3,5,0,0,12,1,1,BOSBOS508,1,1,348,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Suburban,Other,?,Yes
53.16,258,30,1.98,60,0.1,71,21.9,5.7,1.3,15.7,0,0.3,28.2,30,3.3,21.7,51.3,7,0,0,37,1,1,BOSPRO401,2,2,582,38,68,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,30,No,1-Highest,Suburban,Other,No,No
36.73,138,36,0,0,0.7,-44,1.2,7.7,0.7,15,0.3,0.7,11.8,20,3,59.7,11.3,8.3,0,0,33,1,1,HARNEW203,2,2,185,82,60,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,3-Good,Suburban,Crafts,Yes,No
33.98,212,45,0.74,0,0,-34,2.2,1.3,13.7,8,0,0,33.3,15,1.3,51.3,15,15,0,0,49,1,1,NSHNSH615,4,3,244,60,60,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,1,No,0,150,No,1-Highest,Rural,Other,Yes,Yes
55.72,550,52,0.25,9,0.3,126,-5.7,17.3,2.3,33,3.7,0.3,117.3,31.7,8.3,79,121.3,19.7,0,1.3,10,1,1,PHIPHI215,2,1,80,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,200,No,5-Low,Other,Other,?,Yes
56.18,252,70,0.74,0,0,-80,4.8,1.7,2.3,5,0,0,26.9,2.3,0.3,36.3,12.7,4,0,0.3,7,3,3,DALFTW817,1,1,212,46,44,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Other,Clerical,Yes,No
59.44,77,70,0,0,0,51,4.5,1.3,0,11,0,0,10.2,1,0,20.7,28,1.3,0,0.3,7,1,1,HARHAR860,1,1,227,44,36,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Other,Other,Yes,No
33.99,59,40,0,0,0,0,0,0.3,1.7,3.7,0,0,9.5,2.3,1.3,11.7,7.3,2,0,0.3,11,2,2,FLNJAC904,2,2,324,32,30,Yes,No,Yes,No,No,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,8,No,0,80,No,2-High,Town,Other,Yes,Yes
51.88,2699,40,0,29,0.3,338,8.1,20.7,49.3,94.7,0,3,289.4,37.3,23,85,179,70,0,4.7,10,1,1,AWIGRE920,1,1,291,26,26,No,No,Yes,Yes,No,?,No,No,No,No,No,No,0,0,No,No,0,5,No,0,?,No,3-Good,Suburban,Other,Yes,Yes
62.41,806,50,2.72,14,0.2,123,-6.2,5,0,35.3,0,0.3,108,24.3,6,103,111.3,5,0,3.7,15,1,1,DETTOL419,1,1,438,36,64,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,?,No,3-Good,Other,Professiol,No,No
25.49,384,10,0.25,24,5.8,187,45.3,8,1,23.3,0,0,33,46,10.3,73.7,8.7,9,0,0,14,2,2,SFROAK925,2,2,215,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Other,Other,?,Yes
34.24,82,40,0.25,0,0,-35,-0.2,3.7,0,4.3,0,0,18.7,2,0,24,23.3,3.7,0,0,14,2,1,HARBRI203,1,1,411,38,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,4-Medium,Suburban,Other,?,No
13.75,29,10,0,4,0,28,3.2,0,0,2.7,3,0,4.1,0,0,7.3,14,0,0,0,9,1,1,PHXTUC520,2,2,191,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,4-Medium,Other,Other,?,No
42.73,178,30,0.25,28,0,-106,-12.7,1.3,0,8.3,0,0,25.1,4.7,6,12,38,1.3,0,0,41,1,1,NYCBRO917,1,1,1232,26,28,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,1,6,No,0,?,No,6-VeryLow,Suburban,Other,No,No
93.77,676,43,0.25,164,0.7,-112,-32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,CHICHI773,1,1,351,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
35.58,321,45,0.5,0,0,109,0.4,2.3,0,11.7,0.7,0,3.5,4.3,0,41.7,21.7,2.3,0,0,14,1,1,APCBAL410,2,2,120,56,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,30,No,2-High,Other,Other,No,No
53.34,270,50,0.5,0,2.4,-44,0.9,2.7,1.3,10.3,0.3,0,27.7,22,8,24,40.3,4,0,0.7,25,1,1,APCWAS202,5,4,157,34,0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,10,No,1-Highest,Other,Other,No,No
55.45,538,50,5.45,0,0,10,-2.5,8.7,0.3,19,1,1.3,145.6,7,1.7,134,31.3,9,0,1.3,27,1,1,NEVELC619,1,1,807,52,52,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Suburban,Professiol,Yes,No
31.01,170,30,0.74,0,0,-18,0,2,0.3,11.7,0,0,0.4,0.7,0,21.7,14.3,2.3,0,0,19,1,1,BOSBOS781,1,1,563,70,70,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,3,No,0,?,No,2-High,Other,Other,Yes,No
35.36,62,30,0.99,11,0,-13,-4.4,3,0,11.7,0,0,7.2,2.3,0,32.3,6,3,0,0,22,1,1,LAXVNY818,1,1,657,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,?,No,5-Low,Other,Other,Yes,Yes
56.88,746,27,1.49,60,0.1,-476,-70.5,11,1.3,53.7,26.3,1.3,128.6,49.3,60,195.7,138.3,12.3,0,0,8,1,1,NYCNEW973,1,1,217,62,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Other,Other,No,No
116.32,1100,75,1.49,80,19.3,-2,-17.7,9,12.7,68.3,0,1.3,226.8,34,1.7,353,72.3,21.7,0,7.7,24,1,1,CHINBK847,3,2,342,44,42,No,Yes,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,9,No,0,150,No,2-High,Town,Professiol,Yes,No
30.27,10,30,0,0,0,3,-0.3,0,0,0.3,0,0,0,0,0,2.7,1,0,0,0,37,1,1,MINSTP612,1,1,1138,42,32,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,4,No,0,?,No,4-Medium,Suburban,Other,Yes,Yes
74.49,461,70,0.25,0,0,-148,-6.5,4,1,50.7,4,0.3,183.2,11.7,11,74,53.3,5,0,0,10,1,1,LAXMON323,1,1,295,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
68.25,279,35,1.24,62,8,285,-15.4,1.7,4.7,14.7,5.3,0,32.6,17,0.7,55,32,6.7,0,0,13,1,1,STLCOL618,2,2,275,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,200,No,4-Medium,Other,Other,?,No
30.64,115,30,0,0,0.6,-47,1.9,1.3,2,4,0,0,14,3.3,0.3,35.7,20,3.3,0,0,23,1,1,ATLMEM901,2,1,230,46,46,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,8,No,0,150,No,2-High,Suburban,Professiol,Yes,No
41.28,402,45,0.99,0,0,187,-1.3,1.7,0.7,15.7,0,0,2.8,9.7,0,33.3,21.3,2.3,0,0,21,1,1,AIRMYR843,1,1,635,34,30,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Rural,Professiol,Yes,No
37.33,646,45,0,6,0.1,129,-2,23,11,15,3.3,0,238.7,30,0,61.3,66,34,0,2,6,1,1,MIADFD954,1,1,184,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
177.68,1282,60,3.71,387,0,118,44.8,9.7,8,97.3,8.3,0,310.4,35.7,12.3,267.7,149.3,17.7,0,12.7,11,1,1,FLNOCA352,1,1,338,38,36,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,6-VeryLow,Town,Other,Yes,Yes
56.29,601,75,0,0,0,-258,-6.3,1.7,1,50.7,2.3,0,143.3,0.7,0,98.3,73.7,2.7,0,0.7,10,2,1,LAXLAX213,1,1,293,0,0,No,No,No,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
37.27,337,35,0,0,6.7,545,-7.3,0,3.3,3.7,0.7,0,17.9,1.3,0.3,38,13,3.3,0,0,12,1,1,OHICIN513,1,1,341,56,52,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Suburban,Self,Yes,No
53.97,261,60,0,0,3.1,-115,1.3,26.7,11,29.7,1.7,0,66.2,10,9.7,67.7,41,37.7,0,0,11,1,1,FLNJAC904,1,1,333,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,Yes
?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,2,NYCBRO917,3,3,1063,46,34,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Other,Other,No,Yes
46.64,370,40,0.99,45,0,31,-16.7,14,3.3,15.3,0,0,81.7,28.7,0.7,58.7,51,17.3,0,0.3,9,2,1,DENVAL970,1,1,278,0,0,No,No,No,No,No,?,Yes,Yes,No,No,No,No,0,0,No,No,0,6,No,0,?,No,4-Medium,Other,Other,No,No
56.54,670,60,0,15,0,-154,-6.5,13.3,0.7,28,0.7,0,316.3,48.3,35.7,120.3,72,14,0,2.7,21,1,1,LAXALA562,1,1,628,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
62.62,411,70,1.73,0,0.9,38,1.3,2.3,7,9.3,0,0,22.3,15.3,1.3,52.7,77,9.3,0,0,10,1,1,NCRCHA704,1,1,292,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,1,0,No,0,?,No,2-High,Other,Other,?,No
58.68,568,66,0.5,0,0,-4,-8.7,7.3,1,67.7,0,1.3,155.5,39.7,23,114,219.7,8.3,0,4,11,1,1,SEASEA206,1,1,330,50,22,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,?,No,7-Lowest,Suburban,Other,No,No
40.73,332,40,0.74,0,0,-4,-0.7,2,7.7,33.7,1.7,0,20.8,22.7,1.3,70.7,64.3,9.7,0,0,11,1,1,NMXSAN915,1,1,304,44,44,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,?,No,4-Medium,Other,Other,Yes,No
32.62,255,40,0,8,0,-11,-2.6,18.7,2,26.3,0,0,49,13,0,64.7,23.3,20.7,0,0.3,20,1,1,SFRSCL408,2,2,536,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,2,No,0,30,No,7-Lowest,Other,Other,No,Yes
30.27,167,30,0,0,0,-94,-0.3,2,0.7,3.3,0.7,0,1.5,0,0,11,11.3,2.7,0,0,19,1,1,OMAIWC319,1,1,579,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Rural,Other,?,No
111.67,726,40,1.49,225,1.4,-160,-58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,ATLANE678,1,1,328,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,Yes
39.32,26,30,0,0,0,12,-8.1,0,0,3.7,0,0,2.2,0.7,1.3,11.7,4.3,0,0,0,33,1,1,PHXPHX602,2,2,58,52,52,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Suburban,Professiol,Yes,No
50,358,50,0,0,0,-87,0,3,5,13.3,0,0,28.8,24.3,7.7,98,42.3,8,0,0,25,1,1,DALDAL214,1,1,741,40,40,No,No,Yes,Yes,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,9,No,0,?,No,3-Good,Other,Other,Yes,No
30,66,40,0,0,0,40,0,0,0,2.7,0,0,15.6,4,0.3,12.3,10.3,0,0,0,17,2,1,SAUS512,1,1,491,30,60,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Suburban,Other,No,No
56.89,568,60,0,3,0,171,6.5,20.7,2,53.7,3,0.7,116.1,6,0.3,87.7,71,22.7,0,1,8,1,1,NYCNEW973,1,1,215,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
35.48,166,40,0.5,0,5,7,-4.5,1,0,9.3,0,0,2.2,6,0.7,70.7,14.7,1,0,0,7,1,1,PITHOM412,2,2,119,40,36,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,No,0,0,No,No,0,7,No,0,150,No,2-High,Suburban,Professiol,Yes,No
36.5,143,45,0.99,0,0.5,-96,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,DENBOU303,2,2,162,36,38,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,60,No,2-High,Rural,Professiol,Yes,No
86.75,883,70,0.74,89,0.3,60,6.6,5.7,6.7,54.3,0,0,270.4,21.7,5.7,170.3,141,12.3,0,8,9,3,2,OKCLRK501,1,1,258,28,30,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,1-Highest,Town,Professiol,Yes,No
53.98,1142,70,0.74,1,0,121,-4,10.3,5.7,71.3,12.7,0,152.7,17,4,124.7,98.7,18,0,0,16,1,1,OKCLAW580,1,1,475,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,?,No,2-High,Other,Other,?,Yes
91.36,934,75,0.5,48,0,148,7.4,48.3,2,44.3,6.7,0,282.6,41.7,1.3,266.7,49.7,50.3,0,5,47,1,1,DENDEN303,3,2,363,52,52,No,Yes,No,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,8,No,0,10,No,1-Highest,Suburban,Professiol,Yes,No
118.76,814,50,0.74,198,0,-814,-98.8,6.3,0.3,45,1,0,249.5,45.3,11,127,80.3,6.7,0,3,7,2,2,DETDET313,1,1,198,32,32,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Other,Other,?,No
86.91,270,82,0,3,0,-61,3.5,11.7,2.3,39,0,1,62.3,15.7,33.7,97.7,110.7,14,0,0.3,29,2,2,NYCBRO917,3,3,408,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,10,No,1-Highest,Other,Other,?,No
35.72,134,30,0.74,14,0,-4,-5.7,3,0.3,12,0,0,28.5,4.3,0.7,27.3,39.7,3.3,0,0,23,2,2,LAXBEV310,1,1,703,28,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,3-Good,Other,Other,No,No
43.28,448,46,0,20,0,151,16.8,0,1,54,0,0,120.7,7,3.7,47.3,39.3,1,0,2,14,1,1,KCYWIC316,1,1,435,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,5-Low,Other,Other,?,No
90.51,602,46,1.73,85,29.2,88,83.9,17,13.7,27.7,3.7,0,120.8,19.3,4,124.7,42.3,30.7,0,2.3,9,1,1,AIRMYR843,1,1,261,54,24,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,6,No,0,?,No,4-Medium,Rural,Other,No,No
50.94,157,60,0.5,0,0,17,-0.9,2,3,16,1,0.3,17.9,12.3,5.7,43.7,24,5,0,0,12,2,2,NYCMAN917,1,1,363,34,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,2,No,0,?,No,3-Good,Other,Other,No,No
141.46,1339,67,0,97,0.4,-1339,-205.3,25.7,0,9,18.7,0,579.7,118.7,132.7,794.3,438,25.7,0,5.3,7,1,1,NYCMAN917,1,1,206,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
77.34,644,78,0,0,0,-344,-27.4,24.3,1,13.7,0.7,0,88.1,19.7,17.7,101,34.3,25.3,0,0.3,47,2,1,NYCMAN917,9,7,237,32,32,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,Yes,0,400,No,1-Highest,Other,Other,Yes,No
51.14,1075,52,1.24,0,0,419,-51.1,15,16,120,19.3,0,144,92,17.3,200,139.3,31,0,3.3,14,4,4,MINMIN612,1,1,412,32,34,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Other,Other,No,No
95.58,385,75,4.7,3,10.3,78,3.6,6,0,3.7,0,0,82.3,25.7,7.3,51.3,70.7,6,0,0,46,1,1,NYCS516,11,7,148,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,150,No,6-VeryLow,Other,Other,No,No
52.43,156,50,1.98,0,0,-30,-1.4,1,1.7,8.3,0,0,34.3,6.3,2.7,59,25.3,2.7,0,0.7,26,1,1,MIADFD954,1,1,780,30,0,No,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,1-Highest,Suburban,Self,Yes,Yes
